3949,Claudia N,Carr,2022-09-20,2023-07-04,Sr. DBA,Natasha Walton,claudia n.carr@bilearner.com,Future Start,Full-Time,Zone A,Temporary,Voluntary,City week discussion success month push.,IT/IS,General - Con,1991-03-17,MA,Laborer,Female,1886,White,Single,Fully Meets,3
3950,Noelle,Johnson,2023-07-12,,Database Administrator,George Willis,noelle.johnson@bilearner.com,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Fielders,1989-01-29,MA,Engineer,Female,2301,Hispanic,Widowed,Fully Meets,3
3951,Taisha,Goble,2021-04-25,2023-02-12,Database Administrator,Joseph Jensen,taisha.goble@bilearner.com,Terminated for Cause,Contract,Zone A,Temporary,Resignation,Model candidate worker writer.,IT/IS,Wireline Construction,1961-09-07,MA,Groundman,Female,2127,Asian,Divorced,Fully Meets,3
3952,Kramer,Simard,2021-03-13,,Data Analyst,Donna Young,kramer.simard@bilearner.com,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Finance & Accounting,1950-11-01,MA,Assistant,Male,2110,Black,Single,Fully Meets,3
3953,Mark,Griffith,2021-08-16,,Data Analyst,Nicole Elliott,mark.griffith@bilearner.com,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Eng,1965-02-22,MA,Engineer,Female,78692,White,Married,Fully Meets,3
3954,Denisse,Hayes,2021-10-18,,Database Administrator,Gerald Carey,denisse.hayes@bilearner.com,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,General - Con,1946-11-11,MA,Flagger,Female,87816,Hispanic,Married,Fully Meets,3
3955,Draven,Giles,2020-02-16,2023-03-16,Database Administrator,Aaron Richards,draven.giles@bilearner.com,Active,Contract,Zone C,Full-Time,Resignation,Detail positive wall bag project travel.,IT/IS,Project Management - Con,1998-10-28,MA,Coordinator,Female,31207,Hispanic,Married,Fully Meets,3
3956,Aliana,Shaw,2019-08-07,2023-03-08,Database Administrator,Joseph Shelton,aliana.shaw@bilearner.com,Active,Contract,Zone A,Temporary,Retirement,Billion same enter green imagine mouth country.,IT/IS,General - Sga,1997-01-02,TX,Foreman,Female,6158,Black,Widowed,Fully Meets,3
3957,Makaila,Nixon,2022-01-03,,Database Administrator,Rose Conner,makaila.nixon@bilearner.com,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,1991-01-02,TX,Administration,Female,36554,Other,Divorced,Fully Meets,3
3958,Mohammed,Orr,2020-09-22,,Database Administrator,Jacqueline Huerta,mohammed.orr@bilearner.com,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,1974-09-18,TX,Foreman,Female,53042,Hispanic,Married,PIP,3
3959,Braylen,Mendoza,2022-11-11,2023-07-14,Data Architect,Douglas Chapman,braylen.mendoza@bilearner.com,Terminated for Cause,Part-Time,Zone A,Full-Time,Resignation,Threat high fine everyone out.,IT/IS,General - Con,1988-08-20,TX,Foreman,Male,42665,Hispanic,Single,Fully Meets,3
3960,Andreas,Torres,2018-08-11,,CIO,Guy Hansen,andreas.torres@bilearner.com,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,1947-04-05,TX,Laborer,Male,95490,White,Married,Fully Meets,3
3961,Maddison,Perez,2023-03-31,,BI Director,Angela Gibson,maddison.perez@bilearner.com,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,1978-06-19,MA,Lineman,Male,74182,Black,Divorced,Fully Meets,3
3962,Charlize,Wagner,2021-03-10,,Sr. DBA,Joseph Patton,charlize.wagner@bilearner.com,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Aerial,1990-11-18,MA,Lineman,Female,49449,Hispanic,Divorced,Fully Meets,3
3963,Micah,Pace,2019-08-30,,Sr. Accountant,Debra Mckenzie,micah.pace@bilearner.com,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Field Operations,1998-05-19,MA,Foreman,Female,39060,Black,Widowed,Fully Meets,3
3964,Marlee,Stevens,2021-06-07,2023-01-25,Sr. Accountant,Wendy Jackson,marlee.stevens@bilearner.com,Future Start,Part-Time,Zone A,Temporary,Involuntary,Soon agency begin song.,IT/IS,Aerial,2001-02-26,MA,Lineman,Male,21007,Black,Single,Exceeds,3
3965,Precious,Roth,2020-04-22,,Software Engineering Manager,Shaun Bell,precious.roth@bilearner.com,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,General - Con,1998-11-01,MA,Laborer,Female,12883,Other,Married,Fully Meets,3
3966,Konner,Villegas,2018-10-19,2021-09-04,Software Engineer,Ruth Myers,konner.villegas@bilearner.com,Future Start,Contract,Zone A,Part-Time,Voluntary,Tree six high notice after news.,Software Engineering,Field Operations,1978-04-28,MA,Laborer,Female,5707,Black,Single,Fully Meets,3
3967,Anastasia,Gillespie,2018-12-03,2021-01-20,Data Analyst,Harold Jones,anastasia.gillespie@bilearner.com,Active,Full-Time,Zone A,Temporary,Involuntary,Today policy same expert close drive drug.,IT/IS,Finance & Accounting,1955-07-19,MA,Administration,Female,10856,Black,Married,Fully Meets,3
3968,Emely,Rice,2021-02-20,,Data Analyst,Susan Smith,emely.rice@bilearner.com,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Engineers,1967-07-14,MA,Engineer,Female,94663,Other,Married,Fully Meets,3
3969,Lewis,Nixon,2021-01-17,,Database Administrator,Derrick Johnson,lewis.nixon@bilearner.com,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Aerial,1966-06-18,MA,Lineman,Female,61086,Asian,Divorced,Exceeds,3
3970,Macy,Webster,2020-10-04,2023-04-27,Database Administrator,Cynthia Gardner,macy.webster@bilearner.com,Active,Part-Time,Zone B,Full-Time,Voluntary,Push reflect pay similar movement others morning.,IT/IS,Field Operations,1950-11-08,MA,Foreman,Female,44077,Other,Married,Exceeds,3
3971,Ciara,Acevedo,2021-01-29,,Database Administrator,Joel Hodge II,ciara.acevedo@bilearner.com,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,General - Con,1958-10-31,TX,Technician,Female,49694,Other,Widowed,Fully Meets,3
3972,Eleanor,Patton,2022-07-26,,Database Administrator,Raymond Wilson,eleanor.patton@bilearner.com,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,1955-06-07,TX,Foreman,Female,21727,Black,Divorced,Fully Meets,3
3973,Brooklyn,Tanner,2018-09-21,2023-06-22,Database Administrator,Jason Sims,brooklyn.tanner@bilearner.com,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Professor now audience lay box.,IT/IS,Field Operations,1973-05-22,TX,Laborer,Female,50856,Hispanic,Single,Exceeds,3
3974,Zander,Franco,2018-12-25,2019-07-10,Data Architect,Ronnie Garcia,zander.franco@bilearner.com,Terminated for Cause,Part-Time,Zone C,Full-Time,Involuntary,Way appear summer strong.,IT/IS,General - Eng,1986-01-07,TX,Engineer,Male,97255,Other,Married,Exceeds,3
3975,Kianna,Rhodes,2020-11-03,2022-09-25,CIO,Curtis Hill,kianna.rhodes@bilearner.com,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Doctor good process certainly successful ask.,IT/IS,Field Operations,1999-01-25,TX,Technician,Male,44793,Asian,Single,Fully Meets,3
3976,Kinsley,Braun,2021-10-22,,Sr. DBA,Curtis Mathis,kinsley.braun@bilearner.com,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,1991-11-17,MA,Laborer,Female,24094,White,Divorced,Fully Meets,3
3977,Gordon,Wu,2018-08-27,,Sr. Accountant,Bryan Sanchez,gordon.wu@bilearner.com,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Wireline Construction,1943-08-19,MA,Apprentice,Female,41670,Black,Divorced,Fully Meets,3
3978,Maryjane,Cross,2020-07-12,,Sr. Accountant,Mark Hines DDS,maryjane.cross@bilearner.com,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,1980-04-26,MA,Laborer,Male,56453,Asian,Widowed,Fully Meets,3
3979,Peyton,Phelps,2021-01-25,2022-06-11,Software Engineering Manager,Emma Allen,peyton.phelps@bilearner.com,Future Start,Contract,Zone C,Temporary,Resignation,Front car keep.,IT/IS,Technology / It,1967-10-30,MA,Controller,Female,5067,Black,Married,Fully Meets,3
3980,Carmen,Atkins,2020-05-11,,Data Analyst,John Hart,carmen.atkins@bilearner.com,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Project Management - Con,1975-12-02,MA,Project Manager,Female,39598,White,Married,Exceeds,3
3981,Kiara,Fox,2020-07-24,2023-04-09,Data Analyst,Richard Bailey,kiara.fox@bilearner.com,Active,Full-Time,Zone A,Temporary,Resignation,In throw short war process series ground.,IT/IS,Field Operations,1960-02-07,MA,Laborer,Female,35765,Black,Divorced,Fully Meets,3
3982,Yair,Jennings,2022-08-09,,Database Administrator,Beverly Parker,yair.jennings@bilearner.com,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,1957-06-12,MA,Laborer,Female,24218,Other,Married,Needs Improvement,3
3983,Kaylie,Velazquez,2022-06-12,,Database Administrator,Daniel Hart,kaylie.velazquez@bilearner.com,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,1964-04-12,MA,Technician,Female,62116,Hispanic,Married,Exceeds,3
3984,Christine,Skinner,2022-02-10,2022-06-08,Database Administrator,Thomas Ramirez,christine.skinner@bilearner.com,Active,Contract,Zone B,Full-Time,Retirement,If require particularly civil.,IT/IS,Wireline Construction,1963-07-23,TX,Laborer,Female,67986,Hispanic,Single,Fully Meets,3
3985,Zayne,Mccullough,2023-01-13,2023-05-19,Database Administrator,Melissa Turner,zayne.mccullough@bilearner.com,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Network dinner again position three.,IT/IS,People Services,1992-01-18,TX,Director,Male,26193,White,Widowed,Fully Meets,3
3986,Dennis,Key,2020-03-10,,Database Administrator,Lynn Jackson,dennis.key@bilearner.com,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Catv,1972-11-27,TX,Supervisor,Female,46762,Hispanic,Married,Fully Meets,3
3987,Aydan,Benjamin,2022-02-25,2022-07-19,Data Architect,Lindsay Nelson,aydan.benjamin@bilearner.com,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Appear happen list.,IT/IS,Catv,1982-05-03,TX,Supervisor,Male,81376,Other,Widowed,Exceeds,3
3988,Kenzie,Mullins,2022-07-21,2022-11-21,Sr. DBA,Anthony Williams,kenzie.mullins@bilearner.com,Leave of Absence,Contract,Zone A,Temporary,Voluntary,Successful center consider.,IT/IS,Shop (Fleet),1981-06-17,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3
3989,Asa,Pham,2022-07-11,,Sr. DBA,Mr. Jason Brock,asa.pham@bilearner.com,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,1952-06-18,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3
3990,Damarion,Schneider,2019-12-02,2019-12-26,Sr. Accountant,Caitlin Murphy,damarion.schneider@bilearner.com,Future Start,Contract,Zone C,Temporary,Involuntary,Follow hit perform arm.,IT/IS,Safety,1956-12-18,MA,Safety,Male,73329,White,Divorced,Fully Meets,3
3991,Talan,Rodgers,2023-04-10,,Sr. Accountant,Ashley Cervantes,talan.rodgers@bilearner.com,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Project Management - Con,1974-03-09,MA,Coordinator,Male,89576,Black,Single,Fully Meets,3
3992,Evelin,Snow,2022-12-08,2023-05-07,Data Analyst,Roy Villegas,evelin.snow@bilearner.com,Active,Part-Time,Zone A,Full-Time,Voluntary,Teach left short key over.,IT/IS,General - Eng,1961-12-28,MA,Technician,Male,49077,Black,Married,Fully Meets,3
3993,Sienna,Preston,2022-06-22,,Data Analyst,Gregory Ramirez,sienna.preston@bilearner.com,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,1996-05-24,MA,Foreman,Female,42676,Asian,Married,Fully Meets,3
3994,Taylor,Dennis,2022-09-22,,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,1987-02-08,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3
3995,Cortez,Murillo,2019-07-15,2021-06-01,Database Administrator,Stuart White,cortez.murillo@bilearner.com,Active,Full-Time,Zone A,Temporary,Resignation,Or break sea say owner. Often guy local.,IT/IS,Wireline Construction,1946-12-08,MA,Project Manager,Female,95641,Black,Widowed,Exceeds,3
3996,Leonel,Combs,2021-09-01,,Database Administrator,Summer Carter,leonel.combs@bilearner.com,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Catv,1999-11-29,MA,Laborer,Female,82286,White,Widowed,Fully Meets,3
3997,Carmen,Frost,2019-07-16,,Database Administrator,Jordan George,carmen.frost@bilearner.com,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Engineers,1946-12-02,TX,Project Manager,Male,72560,Black,Single,Needs Improvement,3
3998,Ace,Krause,2021-12-24,2022-07-27,Database Administrator,Brittany Rubio,ace.krause@bilearner.com,Terminated for Cause,Full-Time,Zone B,Full-Time,Resignation,Performance reflect military enter color.,IT/IS,Yard (Material Handling),1971-01-22,TX,Administrative,Female,82557,Other,Married,Fully Meets,3
3999,Reuben,Davila,2019-04-17,2021-08-17,Database Administrator,John Henderson,reuben.davila@bilearner.com,Terminated for Cause,Full-Time,Zone B,Full-Time,Involuntary,Ball when check interview score manager.,IT/IS,Engineers,1943-02-01,TX,Engineer,Male,13760,Asian,Single,Exceeds,3
4000,Angelique,Mann,2019-10-26,2021-06-08,Data Architect,Eugene Morgan,angelique.mann@bilearner.com,Terminated for Cause,Contract,Zone C,Full-Time,Involuntary,Stop air whole generation adult song.,IT/IS,Field Operations,1960-03-31,TX,Technician,Male,18464,Black,Divorced,Fully Meets,3
1001,Susan,Exantus,2019-08-29,,Software Engineer,Angela Carlson,susan.exantus@bilearner.com,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Engineers,1957-09-21,MA,Engineer,Female,1749,Black,Married,Fully Meets,3
1002,Sandra,Martin,2022-12-12,2023-05-28,Software Engineer,Angela Hayes,sandra.martin@bilearner.com,Active,Part-Time,Zone A,Temporary,Involuntary,Behind buy our of very claim.,Software Engineering,Catv,1950-07-08,MA,Foreman,Female,2135,Asian,Widowed,Fully Meets,3
1003,Keyla,Del Bosque,2023-03-08,2023-03-15,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,Active,Contract,Zone A,Part-Time,Voluntary,Some make teach quite range seem conference.,Software Engineering,Field Operations,1973-11-23,MA,Foreman,Female,2176,White,Married,Fully Meets,3
1004,Andrew,Szabo,2020-05-29,2021-03-05,Software Engineer,Jennifer Cohen,andrew.szabo@bilearner.com,Active,Part-Time,Zone C,Part-Time,Involuntary,Enter beautiful social store.,Software Engineering,Project Management - Con,1957-01-27,MA,Coordinator,Male,2140,Black,Single,Fully Meets,3
1005,Luke,Patronick,2022-09-16,,Software Engineer,Mr. Jesus Richards,luke.patronick@bilearner.com,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Field Operations,1970-07-28,MA,Project Manager,Male,1844,Black,Divorced,Fully Meets,3
1006,Colby,Andreola,2021-08-15,2021-11-20,Software Engineer,Beth Johnson,colby.andreola@bilearner.com,Active,Full-Time,Zone C,Part-Time,Resignation,Throughout yet in serious here wish.,Software Engineering,Engineers,1959-02-19,MA,Administrative,Female,2110,White,Widowed,Fully Meets,3
1007,Edward,TRUE,2020-10-25,2021-09-26,Software Engineer,Raymond Adams,edward.true@bilearner.com,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Recently however meeting economic.,Software Engineering,General - Con,2000-03-18,MA,Lineman,Male,2451,Black,Widowed,Fully Meets,3
1008,Judith,Carabbio,2019-08-28,2020-05-04,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,Active,Contract,Zone B,Temporary,Voluntary,Instead story skill financial who.,Software Engineering,General - Con,1981-12-21,MA,Foreman,Female,2132,Hispanic,Married,Fully Meets,3
1009,Adell,Saada,2019-06-13,2023-01-12,Software Engineer,Steven Tran,adell.saada@bilearner.com,Active,Part-Time,Zone C,Temporary,Retirement,Exactly vote including easy.,Software Engineering,General - Con,1987-03-01,MA,Model Assistant,Female,2132,Other,Single,Fully Meets,3
1010,Kamari,Hunter,2021-01-12,2022-03-18,Software Engineer,Kristen Collier,kamari.hunter@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,West note present Mr woman family.,Software Engineering,Field Operations,1992-10-21,MA,Supervisor,Male,12889,Hispanic,Divorced,Fully Meets,3
1011,Sarah,Malone,2022-02-07,2023-02-12,Software Engineer,David Lopez,sarah.malone@bilearner.com,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor situation they bag interest there.,Software Engineering,General - Con,1948-02-22,MA,Foreman,Male,21340,Hispanic,Married,Fully Meets,3
1012,Skyler,Blackwell,2020-11-09,2021-06-06,Software Engineer,Candice Schmidt,skyler.blackwell@bilearner.com,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Get apply economy artist right benefit ground.,Software Engineering,General - Eng,1978-10-03,MA,Administrative,Male,67544,White,Single,Fully Meets,3
1013,Jasmin,Shah,2020-05-13,,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,Active,Part-Time,Zone B,Full-Time,Unk,,Software Engineering,Engineers,1974-11-19,MA,Engineer,Male,36398,Asian,Single,Fully Meets,3
1014,Kole,Quinn,2022-12-31,2023-07-13,Shared Services Manager,Jermaine Weaver,kole.quinn@bilearner.com,Active,Part-Time,Zone A,Full-Time,Retirement,I back place no three offer economic.,Software Engineering,Catv,1953-07-13,MA,Clerk,Male,2562,Other,Single,Fully Meets,3
1015,Ansley,Jackson,2018-12-03,,Shared Services Manager,James Barajas,ansley.jackson@bilearner.com,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,People Services,1961-12-04,MA,Vp,Female,22621,White,Married,Fully Meets,3
1016,Jayda,Reese,2020-02-21,2021-05-29,Senior BI Developer,Tyler Davis,jayda.reese@bilearner.com,Active,Part-Time,Zone B,Part-Time,Involuntary,Friend agree stock teach price fish.,Admin Offices,Shop (Fleet),1956-03-08,MA,Mechanic,Female,64065,White,Single,Fully Meets,3
1017,Julien,Whitehead,2020-09-07,2021-12-15,Senior BI Developer,Joshua Gonzalez,julien.whitehead@bilearner.com,Active,Full-Time,Zone B,Full-Time,Involuntary,True system strong often experience.,Admin Offices,Field Operations,1947-07-05,MA,Laborer,Female,97374,Black,Single,Fully Meets,3
1018,Alan,Haynes,2020-06-19,2021-12-08,Senior BI Developer,Justin Sherman,alan.haynes@bilearner.com,Active,Part-Time,Zone A,Part-Time,Involuntary,When price group admit fall fly around.,Admin Offices,General - Con,1942-02-24,MA,Laborer,Female,87646,White,Married,Fully Meets,3
1019,Kamryn,Herrera,2022-10-14,2023-07-28,Software Engineer,Sara Holland,kamryn.herrera@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Article tough away forward home. Night author so.,Software Engineering,Fielders,1978-11-28,MA,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3
1020,Kelvin,Foster,2023-06-20,2023-07-18,Software Engineer,Shelia Graham,kelvin.foster@bilearner.com,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Man issue never strategy will maintain resource.,Software Engineering,Field Operations,1990-12-20,MA,Supervisor,Female,42126,Black,Widowed,Fully Meets,3
1021,Joe,Fletcher,2020-11-09,2023-07-17,Software Engineer,Amanda Hayden,joe.fletcher@bilearner.com,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Section hospital clearly season history.,Software Engineering,General - Eng,1989-01-25,MA,Billing,Male,51613,Hispanic,Single,Fully Meets,3
1022,Frederick,Howe,2022-09-19,,Software Engineer,Nicole Haynes,frederick.howe@bilearner.com,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1962-06-11,MA,Engineer,Male,12765,Black,Divorced,Fully Meets,3
1023,Nickolas,Davila,2018-11-09,2021-10-10,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,Active,Contract,Zone C,Part-Time,Voluntary,Each wish foot person morning per significant.,Software Engineering,General - Con,1992-04-05,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3
1024,Kasey,Boyer,2018-12-30,2021-06-23,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,Active,Contract,Zone A,Part-Time,Involuntary,Free may every real agency as blue maintain.,Software Engineering,Fielders,1987-03-30,MA,Coordinator,Female,91332,Other,Divorced,Fully Meets,3
1025,Giovanni,Jenkins,2023-05-11,2023-05-15,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,1960-11-13,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3
1026,Alexis,Moss,2022-11-03,2023-02-09,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,Active,Contract,Zone A,Part-Time,Resignation,Where forward evening huge cost share eat.,Admin Offices,Engineers,1950-11-07,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,2020-06-14,2021-05-29,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Admin Offices,General - Con,1962-12-21,MA,Flagger,Male,24931,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,2019-10-15,2023-01-01,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Federal less every character section think white.,Software Engineering,General - Con,2000-10-22,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
1029,Brittany,Hurley,2020-04-28,,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,Active,Part-Time,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1979-06-01,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
1030,Niko,Hamilton,2019-10-29,,Software Engineer,Sarah King,niko.hamilton@bilearner.com,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Field Operations,1955-07-06,MA,Foreman,Male,75783,Black,Single,Fully Meets,3
1031,Ruben,Martinez,2021-04-28,,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,Active,Part-Time,Zone B,Temporary,Unk,,Software Engineering,General - Con,1972-10-29,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3
1032,Kiley,Haynes,2022-04-19,2022-08-26,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,Active,Full-Time,Zone C,Part-Time,Voluntary,Off part culture choose strong public.,Software Engineering,Aerial,1954-07-01,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
1033,Blaine,Brooks,2023-03-28,,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,Field Operations,1997-03-28,MA,Operator,Male,71808,Other,Single,Fully Meets,3
1034,Dennis,Livingston,2019-05-06,,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,Active,Full-Time,Zone C,Part-Time,Unk,,Software Engineering,Project Management - Con,1977-12-08,MA,Manager,Female,1043,Black,Single,Fully Meets,3
1035,Case,Russell,2020-10-13,,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,Active,Full-Time,Zone A,Temporary,Unk,,Admin Offices,Underground,1979-02-16,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
1036,Kody,Jimenez,2021-07-06,2021-11-25,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,Active,Part-Time,Zone A,Part-Time,Resignation,Teacher door money tend song.,Admin Offices,Field Operations,1993-08-08,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3
1037,Zoe,Colon,2020-09-24,2020-11-02,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Accept knowledge drop bar understand.,Software Engineering,Fielders,1993-07-27,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3
1038,Courtney,Cowan,2023-01-18,,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,Active,Contract,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1971-05-04,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
1039,Nolan,Perez,2019-08-22,2022-03-25,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,1982-11-17,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,2019-07-25,2022-12-17,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Main customer television phone staff family.,Software Engineering,Field Operations,1972-04-25,MA,Technician,Male,74234,White,Divorced,Fully Meets,3
1041,Camden,Kelly,2019-11-11,2020-01-10,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Suffer consider store find up.,Software Engineering,Engineers,1976-11-04,MA,Administrative,Male,45272,White,Single,Fully Meets,3
1042,Milo,Hood,2022-07-16,,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Field Operations,1942-08-18,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3
1043,Kale,Lang,2022-12-19,2023-05-10,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,1955-12-16,MA,Billing,Female,65963,White,Married,Fully Meets,3
1044,Shyanne,Stark,2020-09-15,,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,Active,Contract,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1956-09-16,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
1045,Elliott,Ashley,2020-10-04,2023-02-27,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,1963-06-10,MA,Foreman,Female,11164,Black,Single,Fully Meets,3
1046,Genesis,Todd,2022-04-23,2022-08-03,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Former treat check special economy.,Software Engineering,Underground,1962-11-17,MA,Laborer,Male,65978,White,Single,Fully Meets,3
1047,Sincere,Jimenez,2021-11-27,,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,Field Operations,1947-11-24,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3
1048,Stephen,Daugherty,2019-11-29,,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,General - Con,1956-07-19,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3
1049,Demarion,Morrow,2019-05-30,2020-12-19,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,1954-09-26,MA,Technician,Male,16259,White,Married,Fully Meets,3
1050,Steven,Schneider,2020-11-23,,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Finance & Accounting,1993-07-04,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3
